p_id,workclass,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,native_country,income,income_lev
6413,Self-emp,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
6414,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
6415,Public-sector,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
6416,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,>50K,1
6417,Private,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,United-States,<=50K,0
6418,Private,11th,7,1,Less than HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
6419,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Wife,United-States,>50K,1
6420,Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,>50K,1
6421,Private,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,Haiti,<=50K,0
6422,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,Puerto-Rico,<=50K,0
6423,Private,10th,6,1,Less than HS graduate,1,Other-service,Wife,United-States,<=50K,0
6424,Private,HS-grad,9,2,HS graduate,1,Sales,Wife,Greece,<=50K,0
6425,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
6426,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,>50K,1
6427,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
6428,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
6429,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
6430,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
6431,Public-sector,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Other-relative,United-States,<=50K,0
6432,?,Some-college,10,3,Some college or associate's degree,1,?,Husband,United-States,<=50K,0
6433,Private,Preschool,1,1,Less than HS graduate,1,Farming-fishing,Other-relative,Mexico,<=50K,0
6434,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Unmarried,United-States,<=50K,0
6435,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
6436,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Other-relative,United-States,<=50K,0
6437,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
6438,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
6439,Private,7th-8th,4,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
6440,Self-emp,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
6441,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
6442,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Wife,United-States,>50K,1
6443,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
6444,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6445,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
6446,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
6447,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
6448,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
6449,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6450,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,United-States,<=50K,0
6451,Public-sector,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
6452,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
6453,Public-sector,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
6454,Private,Some-college,10,3,Some college or associate's degree,1,Handlers-cleaners,Husband,United-States,<=50K,0
6455,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
6456,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
6457,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
6458,Private,10th,6,1,Less than HS graduate,0,Sales,Unmarried,United-States,<=50K,0
6459,Private,12th,8,1,Less than HS graduate,0,Sales,Other-relative,United-States,<=50K,0
6460,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Unmarried,Puerto-Rico,<=50K,0
6461,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6462,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6463,Private,10th,6,1,Less than HS graduate,1,Sales,Husband,United-States,<=50K,0
6464,Private,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
6465,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
6466,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
6467,Private,10th,6,1,Less than HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
6468,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
6469,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Other-relative,United-States,<=50K,0
6470,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6471,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
6472,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
6473,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,<=50K,0
6474,Private,HS-grad,9,2,HS graduate,0,Prof-specialty,Unmarried,United-States,<=50K,0
6475,Private,10th,6,1,Less than HS graduate,0,Prof-specialty,Not-in-family,United-States,>50K,1
6476,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
6477,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
6478,Private,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
6479,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
6480,Private,Bachelors,13,4,Bachelor's degree,0,Sales,Own-child,United-States,<=50K,0
6481,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
6482,Self-emp,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
6483,Private,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
6484,Public-sector,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,United-States,>50K,1
6485,Self-emp,5th-6th,3,1,Less than HS graduate,1,Sales,Husband,Mexico,>50K,1
6486,Public-sector,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
6487,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
6488,Private,Bachelors,13,4,Bachelor's degree,1,Other-service,Husband,United-States,<=50K,0
6489,Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
6490,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
6491,Public-sector,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
6492,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
6493,Self-emp,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,South,<=50K,0
6494,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,United-States,<=50K,0
6495,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
6496,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
6497,Private,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
6498,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
6499,Private,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,United-States,>50K,1
6500,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
6501,Private,10th,6,1,Less than HS graduate,0,Farming-fishing,Own-child,United-States,<=50K,0
6502,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
6503,Private,HS-grad,9,2,HS graduate,0,Tech-support,Not-in-family,United-States,<=50K,0
6504,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,United-States,<=50K,0
6505,Private,Bachelors,13,4,Bachelor's degree,0,Other-service,Unmarried,Philippines,<=50K,0
6506,Private,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
6507,Public-sector,Assoc-acdm,12,3,Some college or associate's degree,1,Tech-support,Husband,United-States,<=50K,0
6508,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
6509,Private,11th,7,1,Less than HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
6510,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
6511,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
6512,Self-emp,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Not-in-family,United-States,>50K,1
6513,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
6514,Private,Bachelors,13,4,Bachelor's degree,1,Handlers-cleaners,Husband,United-States,<=50K,0
6515,Self-emp,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
6516,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
6517,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
6518,Private,7th-8th,4,1,Less than HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
6519,Self-emp,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Unmarried,United-States,>50K,1
6520,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
6521,?,HS-grad,9,2,HS graduate,0,?,Unmarried,Mexico,<=50K,0
6522,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
6523,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
6524,Self-emp,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,Mexico,>50K,1
6525,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
6526,Private,10th,6,1,Less than HS graduate,1,Adm-clerical,Husband,United-States,<=50K,0
6527,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Transport-moving,Not-in-family,Iran,<=50K,0
6528,Self-emp,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
6529,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6530,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,>50K,1
6531,Private,7th-8th,4,1,Less than HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6532,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,Canada,<=50K,0
6533,Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,?,>50K,1
6534,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
6535,Private,Assoc-voc,11,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,>50K,1
6536,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
6537,Private,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,United-States,>50K,1
6538,Self-emp,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
6539,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
6540,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6541,Private,11th,7,1,Less than HS graduate,1,Other-service,Husband,United-States,<=50K,0
6542,?,11th,7,1,Less than HS graduate,0,?,Own-child,United-States,<=50K,0
6543,Self-emp,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
6544,Private,9th,5,1,Less than HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
6545,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6546,Public-sector,Assoc-acdm,12,3,Some college or associate's degree,1,Protective-serv,Husband,United-States,>50K,1
6547,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Unmarried,United-States,>50K,1
6548,Public-sector,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
6549,?,Bachelors,13,4,Bachelor's degree,0,?,Not-in-family,Taiwan,<=50K,0
6550,Private,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
6551,Private,Some-college,10,3,Some college or associate's degree,0,Tech-support,Own-child,United-States,<=50K,0
6552,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
6553,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
6554,Public-sector,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
6555,Private,10th,6,1,Less than HS graduate,1,Craft-repair,Husband,United-States,>50K,1
6556,Private,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
6557,Public-sector,Assoc-acdm,12,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
6558,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
6559,Self-emp,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,Italy,<=50K,0
6560,Public-sector,Prof-school,15,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,India,<=50K,0
6561,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
6562,Private,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,<=50K,0
6563,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
6564,?,HS-grad,9,2,HS graduate,0,?,Own-child,United-States,<=50K,0
6565,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
6566,Self-emp,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
6567,Self-emp,11th,7,1,Less than HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6568,Private,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
6569,Private,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Husband,United-States,>50K,1
6570,Self-emp,Some-college,10,3,Some college or associate's degree,1,Sales,Own-child,South,<=50K,0
6571,Private,Bachelors,13,4,Bachelor's degree,0,Farming-fishing,Own-child,United-States,<=50K,0
6572,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
6573,Self-emp,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
6574,Private,Some-college,10,3,Some college or associate's degree,1,Tech-support,Husband,United-States,>50K,1
6575,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
6576,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
6577,Public-sector,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
6578,Private,11th,7,1,Less than HS graduate,0,Other-service,Not-in-family,Jamaica,<=50K,0
6579,Private,Assoc-voc,11,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
6580,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,Germany,>50K,1
6581,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,>50K,1
6582,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
6583,Private,11th,7,1,Less than HS graduate,0,Priv-house-serv,Unmarried,Guatemala,<=50K,0
6584,Private,Masters,14,5,Graduate or professional degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
6585,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
6586,Self-emp,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,<=50K,0
6587,Private,HS-grad,9,2,HS graduate,0,Other-service,Other-relative,United-States,<=50K,0
6588,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Other-relative,United-States,<=50K,0
6589,Private,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Own-child,United-States,<=50K,0
6590,Self-emp,7th-8th,4,1,Less than HS graduate,1,Adm-clerical,Not-in-family,Italy,>50K,1
6591,?,Assoc-voc,11,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
6592,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
6593,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
6594,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
6595,Self-emp,Masters,14,5,Graduate or professional degree,0,Sales,Unmarried,United-States,>50K,1
