p_id,age,workclass,fnlwgt,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev,education_cat
10565,29,Self-emp-not-inc,178551,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10566,38,Private,136137,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,1,3,Some college or associate's degree
10567,47,Federal-gov,55377,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,1,4,Bachelor's degree
10568,39,Local-gov,177728,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,5,Graduate or professional degree
10569,40,Local-gov,243580,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,0,4,Bachelor's degree
10570,21,?,188535,Never-married,?,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10571,32,Private,63910,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,0,2,HS graduate
10572,23,Private,219535,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
10573,44,State-gov,180609,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10574,37,Private,59313,Separated,Other-service,Not-in-family,Black,Male,0,0,40,?,0,3,Some college or associate's degree
10575,70,Private,170428,Widowed,Prof-specialty,Unmarried,White,Female,0,0,20,Puerto-Rico,0,4,Bachelor's degree
10576,51,Private,102615,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,1,5,Graduate or professional degree
10577,66,Private,193132,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,0,1,Less than HS graduate
10578,57,Self-emp-inc,124137,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10579,36,Private,136629,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
10580,48,Self-emp-inc,148995,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,1,4,Bachelor's degree
10581,24,?,203076,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10582,51,Private,63424,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,5,Graduate or professional degree
10583,43,Private,241895,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10584,27,Private,266973,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,2,HS graduate
10585,32,Private,188048,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10586,20,Private,366929,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,0,3,Some college or associate's degree
10587,33,Private,214129,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
10588,19,Private,250818,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10589,32,Local-gov,240979,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1,3,Some college or associate's degree
10590,35,Private,98283,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,1,5,Graduate or professional degree
10591,26,Private,104746,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,60,United-States,0,2,HS graduate
10592,39,Private,103710,Never-married,Sales,Unmarried,White,Female,0,0,60,United-States,0,2,HS graduate
10593,24,Private,159580,Never-married,Other-service,Own-child,Black,Female,0,0,75,United-States,0,4,Bachelor's degree
10594,45,Private,117409,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
10595,20,Private,140001,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10596,49,State-gov,31650,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,45,United-States,0,4,Bachelor's degree
10597,35,State-gov,80771,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,5,Graduate or professional degree
10598,30,Private,66278,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
10599,23,Private,107801,Never-married,Adm-clerical,Own-child,White,Female,0,1617,25,United-States,0,3,Some college or associate's degree
10600,33,Private,206609,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,4,Bachelor's degree
10601,35,Private,282461,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
10602,31,Private,188246,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,5,Graduate or professional degree
10603,20,Private,279763,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,25,United-States,0,1,Less than HS graduate
10604,44,Private,467799,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10605,33,Self-emp-not-inc,137674,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
10606,50,Private,158284,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10607,25,Private,204219,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,0,2,HS graduate
10608,28,State-gov,210498,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10609,60,Federal-gov,63526,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,1,4,Bachelor's degree
10610,38,Federal-gov,216924,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10611,38,Private,372559,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0,3,Some college or associate's degree
10612,57,Federal-gov,199114,Never-married,Adm-clerical,Not-in-family,White,Male,0,2258,40,United-States,0,4,Bachelor's degree
10613,50,Private,168539,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
10614,39,Local-gov,189911,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,1,Less than HS graduate
10615,69,Local-gov,61958,Married-civ-spouse,Craft-repair,Husband,White,Male,1424,0,6,United-States,0,2,HS graduate
10616,51,State-gov,68898,Divorced,Tech-support,Not-in-family,White,Male,0,2444,39,United-States,1,3,Some college or associate's degree
10617,42,Private,204450,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
10618,53,Private,311350,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10619,37,Private,113750,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,4,Bachelor's degree
10620,37,Private,359591,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
10621,38,Private,132879,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,1,2,HS graduate
10622,20,Private,301199,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,0,3,Some college or associate's degree
10623,38,State-gov,267540,Separated,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,0,3,Some college or associate's degree
10624,52,Private,185407,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,Poland,1,3,Some college or associate's degree
10625,48,Self-emp-inc,191277,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,3,Some college or associate's degree
10626,30,Private,78980,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
10627,37,Self-emp-not-inc,241463,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,65,United-States,1,2,HS graduate
10628,47,Private,216999,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0,2,HS graduate
10629,33,Local-gov,120508,Divorced,Protective-serv,Unmarried,White,Female,0,0,60,Germany,0,4,Bachelor's degree
10630,33,Private,122612,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Thailand,0,2,HS graduate
10631,20,Private,94057,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0,3,Some college or associate's degree
10632,41,State-gov,197558,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,4,Bachelor's degree
10633,32,Private,351869,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1485,45,United-States,1,3,Some college or associate's degree
10634,54,Self-emp-not-inc,121761,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,?,0,2,HS graduate
10635,36,Federal-gov,184556,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10636,46,Private,268281,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10637,45,Private,235646,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
10638,18,Private,186909,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,0,3,Some college or associate's degree
10639,62,Private,35783,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,3,Some college or associate's degree
10640,33,Private,188861,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10641,42,Private,363591,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,2,HS graduate
10642,18,Private,469921,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
10643,32,Private,51150,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
10644,43,Private,174325,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0,1,Less than HS graduate
10645,20,Private,347530,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States,0,2,HS graduate
10646,50,Private,72351,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0,4,Bachelor's degree
10647,42,Local-gov,185129,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,?,1,5,Graduate or professional degree
10648,36,Private,188571,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10649,22,Private,255252,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
10650,30,Private,291951,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
10651,33,Self-emp-not-inc,223046,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
10652,43,Local-gov,37937,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,0,3,Some college or associate's degree
10653,38,Private,295127,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10654,34,Local-gov,183801,Never-married,Other-service,Not-in-family,White,Male,0,0,14,United-States,0,4,Bachelor's degree
10655,40,Private,116218,Separated,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0,3,Some college or associate's degree
10656,40,Private,143069,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10657,41,Local-gov,235951,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,5,Graduate or professional degree
10658,57,Private,112840,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,3,Some college or associate's degree
10659,65,Local-gov,146454,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1648,4,Greece,0,5,Graduate or professional degree
10660,52,Federal-gov,43705,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
10661,59,Private,122283,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,40,India,1,5,Graduate or professional degree
10662,18,Private,376647,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,25,United-States,0,2,HS graduate
10663,48,Private,101299,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0,3,Some college or associate's degree
10664,45,Private,96798,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0,1,Less than HS graduate
10665,24,Private,194654,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10666,27,State-gov,206889,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10667,40,Private,226902,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1,5,Graduate or professional degree
10668,44,State-gov,150755,Married-civ-spouse,Adm-clerical,Husband,White,Male,5013,0,40,United-States,0,4,Bachelor's degree
10669,24,Private,200679,Never-married,Farming-fishing,Own-child,Black,Male,0,0,50,United-States,0,2,HS graduate
10670,71,Private,183678,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,0,5,Graduate or professional degree
10671,17,Private,33138,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0,1,Less than HS graduate
10672,57,Self-emp-not-inc,57071,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,United-States,0,3,Some college or associate's degree
10673,71,?,35303,Married-civ-spouse,?,Husband,White,Male,9386,0,30,United-States,1,4,Bachelor's degree
10674,37,Private,188576,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,?,0,5,Graduate or professional degree
10675,33,Private,169496,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10676,41,Private,58124,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10677,25,Private,356344,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10678,42,Self-emp-not-inc,444134,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,0,2,HS graduate
10679,18,?,340117,Never-married,?,Unmarried,Black,Female,0,0,50,United-States,0,1,Less than HS graduate
10680,34,Private,219619,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
10681,57,?,334585,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,0,1,Less than HS graduate
10682,27,Local-gov,331046,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0,4,Bachelor's degree
10683,46,?,443179,Divorced,?,Not-in-family,White,Female,0,0,8,United-States,0,4,Bachelor's degree
10684,64,?,239529,Widowed,?,Not-in-family,White,Female,3674,0,35,United-States,0,1,Less than HS graduate
10685,24,Private,100345,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0,4,Bachelor's degree
10686,23,Private,205653,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0,4,Bachelor's degree
10687,33,Private,112383,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10688,58,Self-emp-inc,21626,Divorced,Sales,Not-in-family,White,Male,2202,0,56,United-States,0,3,Some college or associate's degree
10689,25,Private,135568,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
10690,44,Private,190532,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0,5,Graduate or professional degree
10691,53,Federal-gov,266598,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
10692,38,Local-gov,116608,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1,2,HS graduate
10693,36,Private,353263,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,1,4,Bachelor's degree
10694,25,State-gov,157617,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
10695,54,Federal-gov,21698,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10696,31,Private,77143,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,0,1,Less than HS graduate
10697,18,State-gov,342852,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
10698,40,Private,176602,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0,2,HS graduate
10699,26,Private,146343,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
