p_id,age,workclass,fnlwgt,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,native_country,income,income_lev,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,sex_Male
7144,29,Private,247151,11th,7,1,Less than HS graduate,0,Machine-op-inspct,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
7145,34,Private,213722,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7146,20,Private,209955,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,25,United-States,<=50K,0,0,0,0,0,1
7147,41,Private,174395,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
7148,45,Private,138626,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,0,1876,50,United-States,<=50K,0,0,0,0,0,1
7149,22,?,179973,Assoc-voc,11,3,Some college or associate's degree,0,?,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7150,23,Private,200207,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,0,0,44,United-States,<=50K,0,0,0,0,0,1
7151,19,Private,156587,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,38,United-States,<=50K,0,0,0,0,0,0
7152,24,Private,33016,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7153,20,Private,197496,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,30,?,<=50K,0,0,0,0,0,1
7154,32,Private,153588,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
7155,52,Private,99736,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,15020,0,50,United-States,>50K,1,0,0,0,0,1
7156,36,Private,284166,HS-grad,9,2,HS graduate,0,Sales,Unmarried,0,0,60,United-States,>50K,1,0,0,0,0,1
7157,18,Private,716066,10th,6,1,Less than HS graduate,0,Machine-op-inspct,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,1
7158,27,Private,188519,HS-grad,9,2,HS graduate,0,Sales,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
7159,26,Private,109080,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
7160,52,Private,174421,Assoc-acdm,12,3,Some college or associate's degree,0,Prof-specialty,Unmarried,0,0,32,United-States,<=50K,0,0,0,0,0,0
7161,24,Private,259351,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Unmarried,0,0,40,Mexico,<=50K,0,1,0,0,0,1
7162,42,Public-sector,284403,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,1
7163,39,Private,85319,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Wife,7688,0,60,United-States,>50K,1,0,0,0,0,0
7164,20,?,201766,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,0
7165,20,Public-sector,340475,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,10,United-States,<=50K,0,0,0,0,0,0
7166,39,Private,487486,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Unmarried,0,0,40,?,<=50K,0,0,0,0,0,1
7167,68,?,484298,11th,7,1,Less than HS graduate,1,?,Husband,0,0,30,United-States,<=50K,0,0,0,0,0,1
7168,35,Private,170617,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,0,0,48,United-States,<=50K,0,0,0,1,0,0
7169,54,Private,94055,Bachelors,13,4,Bachelor's degree,1,Other-service,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7170,24,Private,117779,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7171,24,Private,209770,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,8,United-States,<=50K,0,0,0,0,0,0
7172,20,Private,317443,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,15,United-States,<=50K,0,0,0,1,0,0
7173,64,?,140237,Preschool,1,1,Less than HS graduate,1,?,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7174,28,Private,107411,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,0
7175,36,Self-emp,122493,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,47,United-States,<=50K,0,0,0,0,0,1
7176,44,Self-emp,195124,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,60,?,<=50K,0,0,0,0,0,1
7177,38,Private,101978,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,0,2258,55,United-States,>50K,1,0,0,0,0,1
7178,22,Private,335453,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,0
7179,56,Private,318329,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7180,24,Private,100321,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
7181,24,Self-emp,81145,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,75,United-States,<=50K,0,0,0,0,0,0
7182,22,Private,62865,Assoc-acdm,12,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7183,21,Private,176262,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,0
7184,42,Private,168103,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
7185,41,Public-sector,208174,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,0,0,55,United-States,<=50K,0,0,0,0,0,0
7186,19,Private,188815,HS-grad,9,2,HS graduate,0,Other-service,Own-child,34095,0,20,United-States,<=50K,0,0,0,0,0,0
7187,67,Self-emp,226092,Some-college,10,3,Some college or associate's degree,1,Farming-fishing,Husband,0,0,44,United-States,<=50K,0,0,0,0,0,1
7188,20,Private,212668,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,0
7189,32,Private,381583,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,1,1
7190,46,Private,239439,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,0
7191,52,Private,172493,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,36,United-States,<=50K,0,0,0,0,0,0
7192,44,Private,239876,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,1
7193,65,?,221881,11th,7,1,Less than HS graduate,1,?,Husband,0,0,40,Mexico,<=50K,0,0,0,0,0,1
7194,37,Public-sector,218184,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,1887,40,United-States,>50K,1,0,0,0,0,1
7195,27,Self-emp,206889,Some-college,10,3,Some college or associate's degree,1,Farming-fishing,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
7196,35,Private,110668,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,0,0,35,United-States,<=50K,0,0,0,1,0,0
7197,30,Private,211028,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
7198,64,Public-sector,202984,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,3137,0,40,United-States,<=50K,0,0,0,0,0,1
7199,48,Private,20296,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,37,United-States,>50K,1,0,0,0,0,0
7200,35,Private,194690,7th-8th,4,1,Less than HS graduate,0,Tech-support,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
7201,28,Self-emp,204984,Bachelors,13,4,Bachelor's degree,0,Tech-support,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
7202,63,Self-emp,35021,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,1977,32,China,>50K,1,0,1,0,0,1
7203,40,Self-emp,238574,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,55,United-States,>50K,1,0,0,0,0,1
7204,33,Private,345360,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
7205,40,Private,192381,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
7206,25,Private,479765,7th-8th,4,1,Less than HS graduate,0,Sales,Other-relative,0,0,45,Guatemala,<=50K,0,0,0,0,0,1
7207,45,Self-emp,34091,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,38,United-States,>50K,1,0,0,0,0,1
7208,30,Private,151773,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
7209,53,Private,299080,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
7210,63,Private,135339,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,2105,0,40,Vietnam,<=50K,0,0,1,0,0,1
7211,27,Public-sector,52156,Some-college,10,3,Some college or associate's degree,1,Protective-serv,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
7212,31,Private,318647,11th,7,1,Less than HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
7213,33,Private,80145,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
7214,39,Public-sector,343646,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Not-in-family,0,0,40,Mexico,>50K,1,0,0,0,0,1
7215,42,Self-emp,198692,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
7216,19,Private,266635,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,30,United-States,<=50K,0,0,0,1,0,1
7217,31,Private,197672,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7218,53,Private,185846,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7219,47,Self-emp,315110,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,20,United-States,<=50K,0,0,0,0,0,1
7220,27,Private,220754,Doctorate,16,5,Graduate or professional degree,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
7221,22,Private,64292,HS-grad,9,2,HS graduate,0,Tech-support,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7222,29,Private,126060,HS-grad,9,2,HS graduate,1,Sales,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
7223,52,Private,78012,HS-grad,9,2,HS graduate,0,Sales,Unmarried,0,1762,40,United-States,<=50K,0,0,0,0,0,0
7224,32,Private,210562,Assoc-voc,11,3,Some college or associate's degree,0,Craft-repair,Own-child,0,0,46,United-States,<=50K,0,0,0,0,0,1
7225,23,Private,350181,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
7226,27,Private,233421,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,1
7227,53,Private,167170,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,0
7228,18,Private,260801,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,1
7229,41,Private,173370,Bachelors,13,4,Bachelor's degree,0,Sales,Unmarried,0,0,30,United-States,<=50K,0,0,0,0,0,0
7230,27,Private,135520,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,0,0,40,Dominican-Republic,<=50K,0,0,0,0,0,0
7231,30,Private,121308,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7232,41,Private,444743,HS-grad,9,2,HS graduate,0,Tech-support,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
7233,21,Private,65225,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,0
7234,58,Public-sector,136982,HS-grad,9,2,HS graduate,1,Other-service,Unmarried,0,0,40,Honduras,<=50K,0,0,0,1,0,0
7235,45,Public-sector,271962,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7236,40,Private,204046,10th,6,1,Less than HS graduate,0,Transport-moving,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7237,21,Private,225823,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7238,29,Private,183009,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,1590,40,United-States,<=50K,0,0,0,0,1,0
7239,50,Private,121038,Assoc-voc,11,3,Some college or associate's degree,1,Other-service,Wife,0,0,40,United-States,<=50K,0,0,0,1,0,0
7240,26,Private,49092,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7241,23,Private,148709,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,0
7242,27,Private,209205,Bachelors,13,4,Bachelor's degree,0,Tech-support,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7243,36,Public-sector,285865,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,0
7244,22,Public-sector,216129,HS-grad,9,2,HS graduate,0,Adm-clerical,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
7245,37,Public-sector,40955,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,40,Japan,<=50K,0,0,0,0,0,1
7246,54,Private,197189,Bachelors,13,4,Bachelor's degree,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7247,36,Private,33001,HS-grad,9,2,HS graduate,0,Farming-fishing,Unmarried,0,0,50,United-States,<=50K,0,0,0,0,0,1
7248,44,Private,227399,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
7249,38,Private,164050,Some-college,10,3,Some college or associate's degree,1,Protective-serv,Husband,0,0,40,United-States,>50K,1,0,0,1,0,1
7250,49,Private,259087,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7251,18,Private,236262,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Own-child,0,0,12,United-States,<=50K,0,0,0,0,0,1
7252,26,Private,177929,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,0,48,United-States,<=50K,0,0,0,0,0,1
7253,48,Private,166929,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,0,0,45,?,>50K,1,0,0,0,0,1
7254,32,Private,199963,11th,7,1,Less than HS graduate,1,Machine-op-inspct,Wife,0,0,40,United-States,<=50K,0,0,0,0,0,0
7255,35,Public-sector,98776,HS-grad,9,2,HS graduate,0,Tech-support,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7256,40,Private,135056,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
7257,40,Self-emp,55363,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,3411,0,40,United-States,<=50K,0,0,0,0,0,1
7258,42,Public-sector,102343,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,72,India,>50K,1,0,1,0,0,1
7259,30,Private,231263,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7260,19,Private,226913,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,0
7261,36,Private,129573,Assoc-acdm,12,3,Some college or associate's degree,1,Sales,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
7262,31,Private,191001,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7263,50,Public-sector,69345,Assoc-acdm,12,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
7264,38,Private,204556,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,1
7265,35,Private,192626,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
7266,45,Private,202812,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
7267,29,Private,405177,10th,6,1,Less than HS graduate,0,Sales,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
7268,41,Private,227890,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,46,United-States,>50K,1,0,0,0,0,1
7269,33,Private,101352,Prof-school,15,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,50,United-States,>50K,1,0,0,0,0,0
7270,49,Private,82572,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,0
7271,28,Private,132686,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
7272,49,Public-sector,149210,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,15024,0,40,United-States,>50K,1,0,0,1,0,1
7273,27,Private,245661,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
7274,47,Self-emp,483596,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,2885,0,32,United-States,<=50K,0,0,0,0,0,1
7275,42,Public-sector,104663,Doctorate,16,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,0,0,40,Italy,>50K,1,0,0,0,0,0
7276,30,Private,347166,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,1
7277,37,Public-sector,108540,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7278,37,Private,333305,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Wife,0,0,35,United-States,<=50K,0,0,0,0,0,0
7279,51,Private,155408,HS-grad,9,2,HS graduate,1,Sales,Not-in-family,0,0,38,United-States,<=50K,0,0,0,1,0,0
7280,27,Public-sector,246372,HS-grad,9,2,HS graduate,1,Other-service,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7281,53,Private,30290,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7282,45,Private,347321,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
7283,37,Self-emp,205852,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
7284,40,Public-sector,163215,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,40,?,<=50K,0,0,0,0,0,0
7285,54,Public-sector,93449,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,40,India,>50K,1,0,1,0,0,1
7286,47,Self-emp,116927,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,42,United-States,>50K,1,0,0,0,0,1
7287,35,Private,164526,HS-grad,9,2,HS graduate,1,Other-service,Husband,0,0,40,Yugoslavia,>50K,1,0,0,0,0,1
7288,33,Private,31573,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7289,28,Public-sector,125159,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Other-relative,0,0,40,Haiti,<=50K,0,0,0,1,0,1
7290,39,Public-sector,201105,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Wife,0,0,55,United-States,>50K,1,0,0,0,0,0
7291,25,?,122745,HS-grad,9,2,HS graduate,0,?,Own-child,0,1602,40,United-States,<=50K,0,0,0,0,0,1
7292,33,Private,150570,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7293,34,Private,118941,11th,7,1,Less than HS graduate,0,Other-service,Not-in-family,0,0,40,Ireland,<=50K,0,0,0,0,0,0
7294,53,Private,141388,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
7295,21,Private,174714,Assoc-acdm,12,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,1
7296,31,Public-sector,75755,Doctorate,16,5,Graduate or professional degree,1,Exec-managerial,Husband,7298,0,55,United-States,>50K,1,0,0,0,0,1
7297,63,Private,133144,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
7298,21,Self-emp,318865,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,1
7299,59,Private,109638,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
7300,50,Private,92969,1st-4th,2,1,Less than HS graduate,0,Prof-specialty,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
7301,66,?,376028,HS-grad,9,2,HS graduate,1,?,Wife,0,0,20,United-States,<=50K,0,0,0,0,0,0
7302,19,Private,144161,HS-grad,9,2,HS graduate,0,Transport-moving,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,1
7303,31,Private,183778,Bachelors,13,4,Bachelor's degree,0,Tech-support,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
7304,23,Private,398904,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Wife,0,0,40,United-States,<=50K,0,0,0,0,0,0
7305,45,Private,170846,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
7306,35,Public-sector,204277,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
7307,32,Private,205152,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
7308,20,Private,225395,7th-8th,4,1,Less than HS graduate,0,Machine-op-inspct,Other-relative,0,0,60,Mexico,<=50K,0,0,0,0,0,0
7309,38,Private,33975,HS-grad,9,2,HS graduate,1,Exec-managerial,Other-relative,0,0,40,United-States,>50K,1,0,0,0,0,1
7310,49,Private,147032,HS-grad,9,2,HS graduate,1,Other-service,Wife,0,0,8,Philippines,<=50K,0,0,1,0,0,0
7311,64,Private,174826,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
7312,60,Public-sector,232769,11th,7,1,Less than HS graduate,1,Transport-moving,Husband,0,0,20,United-States,<=50K,0,0,0,0,0,1
